ID,Name,Surname,Category,Interests,Mentor_ID,Rating
8036,Fatma,Çelik,Hukuk,"İş Hukuku ve İşçi Hakları, Fikri Mülkiyet Hukuku, Medeni Hukuk ve Aile Hukuku",21511,2
8037,Emre,Öztürk,Spor,"Fitness, Futbol, Yüzme",35782,2
8038,Mehmet,Yılmaz,Sanat,"Dans ve Performans Sanatları, Tiyatro ve Drama, Resim ve Çizim",22253,2
8039,Ali,Demir,Sağlık,"Meditasyon, Yoga, Bitkisel Tedaviler",34375,5
8040,Ali,Şahin,Mimar,"Ofis Yapıları, İç Mekan Tasarımı, Parklar",34443,4
8041,Ali,Çelik,Sağlık,"Psikoloji, Meditasyon, Bitkisel Tedaviler",23252,2
8042,Ali,Yıldız,Edebiyat,"Bilim Kurgu, Şiir, Tiyatro",21938,3
8043,Ahmet,Karaduman,Edebiyat,"Deneme, Tarih, Roman Yazımı",27125,3
8044,Ahmet,Şahin,Teknoloji,"Otomasyon ve Robotik, Veri Bilimi ve Analitik, İnternet of Things (IoT)",23594,5
8045,Yusuf,Yıldız,Sanat,"Resim ve Çizim, Fotoğrafçılık, Grafik Tasarım",20768,2
8046,Elif,Şahin,Hukuk,"Medeni Hukuk ve Aile Hukuku, Gayrimenkul ve Emlak Hukuku, İdare Hukuku ve Vergilendirme",29447,4
8047,Ahmet,Kılıç,Sağlık,"Yoga, Meditasyon, Bitkisel Tedaviler",23077,3
8048,Seda,Öztürk,Yemek,"Moleküler Gastronomi, Tatlı, Kafein Kültürü",20012,4
8049,Elif,Kaya,Hukuk,"Medeni Hukuk ve Aile Hukuku, Ceza Hukuku ve Adli Yargı, Uluslararası Hukuk ve Diplomasi",31887,1
8050,Ali,Aydın,Edebiyat,"Şiir, Bilim Kurgu, Tiyatro",23846,4
8051,Elif,Demir,Mimar,"Ofis Yapıları, İç Mekan Tasarımı, Mimari Teori ve Eleştiri",38876,5
8052,Ahmet,Karaduman,Yemek,"Tatlı, Fransız Mutfağı, İtalyan Mutfağı",20853,3
8053,Yusuf,Demir,Müzik,"Elektronik Müzik, Rap, Jazz Müzik",36639,2
8054,Ali,Kılıç,Yemek,"Tatlı, İtalyan Mutfağı, Moleküler Gastronomi",25633,4
8055,Mehmet,Yıldız,Müzik,"Metal Müzik, Pop Müzik, Rap",22095,2
8056,Mehmet,Aydın,Edebiyat,"Tiyatro, Bilim Kurgu, Roman Yazımı",21760,4
8057,Emre,Şahin,Spor,"Basketbol, Yamaç Paraşütü, Voleybol",38064,1
8058,Seda,Karaduman,Edebiyat,"Makale, Felsefe, Tarih",23551,5
8059,Ayşe,Aydın,Yemek,"Geleneksel Mutfaklar, Vejetaryen Mutfak, İtalyan Mutfağı",38701,4
8060,Ahmet,Yıldız,Sağlık,"Bitkisel Tedaviler, Yoga, Psikoloji",21131,3
8061,Ahmet,Karaduman,Spor,"Voleybol, Yoga, Pilates",37881,3
8062,Elif,Yılmaz,Teknoloji,"Mobil Uygulama Geliştirme, Siber Güvenlik, Bulut Bilişim ve Büyük Veri",22443,2
8063,Seda,Kaya,Mimar,"Yeşil Bina ve Sürdürülebilirlik, Mimari Teori ve Eleştiri, Ulaşım ve Altyapı Tasarımı",20037,2
8064,Ali,Karaduman,Sanat,"Dans ve Performans Sanatları, Fotoğrafçılık, Tiyatro ve Drama",23969,2
8065,Emre,Kaya,Müzik,"Pop Müzik, Rap, Elektronik Müzik",38149,4
8066,Ali,Şahin,Yemek,"Deniz Ürünleri, Fransız Mutfağı, Kafein Kültürü",21026,4
8067,Mehmet,Yılmaz,Spor,"Futbol, Yamaç Paraşütü, Basketbol",35547,4
8068,Veli,Aydın,Spor,"Futbol, Yamaç Paraşütü, Yüzme",22171,1
8069,Ali,Çelik,Müzik,"Klasik Müzik, Pop Müzik, Elektronik Müzik",30744,3
8070,Ali,Demir,Mimar,"Yapı Teknolojileri ve Malzemeler, Parklar, İç Mekan Tasarımı",36575,3
8071,Yusuf,Yıldız,Sağlık,"Yoga, Meditasyon, Diyet",20975,1
8072,Mehmet,Kaya,Mimar,"Yeşil Bina ve Sürdürülebilirlik, Restorasyon, Ofis Yapıları",35807,3
8073,Ayşe,Öztürk,Sağlık,"Yoga, Psikoloji, Diyet",29414,2
8074,Emre,Yıldız,Sanat,"Resim ve Çizim, Film Yapımı ve Sinematografi, Moda Tasarımı",29402,5
8075,Elif,Yılmaz,Müzik,"Rock Müzik, Elektronik Müzik, Jazz Müzik",38493,3
8076,Yusuf,Şahin,Spor,"Voleybol, Yüzme, Yamaç Paraşütü",26440,5
8077,Ali,Çelik,Hukuk,"Çevre Hukuku ve Enerji Hukuku, Uluslararası Hukuk ve Diplomasi, Ticaret ve Şirket Hukuku",27778,1
8078,Ahmet,Yılmaz,Edebiyat,"Tarih, Roman Yazımı, Bilim Kurgu",38682,3
8079,Yusuf,Kılıç,Yemek,"Kafein Kültürü, Moleküler Gastronomi, Deniz Ürünleri",28865,1
8080,Fatma,Demir,Teknoloji,"Bulut Bilişim ve Büyük Veri, Otomasyon ve Robotik, Veri Bilimi ve Analitik",29319,3
8081,Seda,Çelik,Sağlık,"Meditasyon, Diyet, Bitkisel Tedaviler",36227,3
8082,Emre,Kaya,Müzik,"Jazz Müzik, Rock Müzik, Metal Müzik",21966,5
8083,Ali,Çelik,Mimar,"Ulaşım ve Altyapı Tasarımı, Endüstriyel Tasarım, Yeşil Bina ve Sürdürülebilirlik",39748,4
8084,Mehmet,Karaduman,Teknoloji,"Yazılım Geliştirme, Otomasyon ve Robotik, Bulut Bilişim ve Büyük Veri",30353,3
8085,Ayşe,Öztürk,Mimar,"Ulaşım ve Altyapı Tasarımı, Yapı Teknolojileri ve Malzemeler, Mimari Teori ve Eleştiri",34349,2
8086,Veli,Şahin,Müzik,"Elektronik Müzik, Halk Müziği, Rock Müzik",29044,1
8087,Emre,Kılıç,Müzik,"Metal Müzik, Jazz Müzik, Elektronik Müzik",29168,3
8088,Ayşe,Karaduman,Hukuk,"Ticaret ve Şirket Hukuku, Anayasa Hukuku ve İnsan Hakları, İdare Hukuku ve Vergilendirme",20473,3
8089,Seda,Çelik,Mimar,"Ofis Yapıları, Restorasyon, Ulaşım ve Altyapı Tasarımı",21764,1
8090,Ayşe,Çelik,Sağlık,"Bitkisel Tedaviler, Diyet, Meditasyon",26504,5
8091,Ahmet,Karaduman,Spor,"Futbol, Voleybol, Tenis",20270,4
8092,Seda,Aydın,Edebiyat,"Çocuk Edebiyatı, Roman Yazımı, Biyografi",21357,1
8093,Fatma,Aydın,Edebiyat,"Deneme, Tiyatro, Tarih",29622,2
8094,Elif,Demir,Müzik,"Jazz Müzik, Pop Müzik, Metal Müzik",26862,1
8095,Emre,Şahin,Teknoloji,"Bulut Bilişim ve Büyük Veri, İnternet of Things (IoT), Otomasyon ve Robotik",35898,2
8096,Yusuf,Kılıç,Yemek,"Izgara Yemekler, Kafein Kültürü, Deniz Ürünleri",26558,2
8097,Ayşe,Öztürk,Sağlık,"Yoga, Diyet, Psikoloji",37726,3
8098,Mehmet,Demir,Sanat,"Tiyatro ve Drama, Moda Tasarımı, Grafik Tasarım",27480,1
8099,Mehmet,Yılmaz,Teknoloji,"Yapay Zeka ve Makine Öğrenimi, Otomasyon ve Robotik, Yazılım Geliştirme",29120,3
8100,Ali,Öztürk,Spor,"Yüzme, Voleybol, Pilates",34147,5
8101,Ali,Aydın,Edebiyat,"Şiir, Roman Yazımı, Bilim Kurgu",39652,4
8102,Emre,Yıldız,Teknoloji,"Yazılım Geliştirme, Bulut Bilişim ve Büyük Veri, Yapay Zeka ve Makine Öğrenimi",35897,5
8103,Veli,Karaduman,Edebiyat,"Çocuk Edebiyatı, Felsefe, Makale",21654,3
8104,Ahmet,Kaya,Müzik,"Jazz Müzik, Rap, Elektronik Müzik",31124,3
8105,Elif,Yılmaz,Spor,"Voleybol, Yüzme, Futbol",38915,4
8106,Fatma,Karaduman,Teknoloji,"İnternet of Things (IoT), Yazılım Geliştirme, Mobil Uygulama Geliştirme",35555,4
8107,Mehmet,Öztürk,Hukuk,"Fikri Mülkiyet Hukuku, Uluslararası Hukuk ve Diplomasi, Medeni Hukuk ve Aile Hukuku",39886,5
8108,Veli,Aydın,Yemek,"Geleneksel Mutfaklar, Fransız Mutfağı, Izgara Yemekler",23971,1
8109,Ahmet,Öztürk,Edebiyat,"Felsefe, Şiir, Çocuk Edebiyatı",31850,4
8110,Ahmet,Aydın,Sanat,"Film Yapımı ve Sinematografi, Fotoğrafçılık, Moda Tasarımı",21524,5
8111,Ali,Kaya,Müzik,"Metal Müzik, Rap, Pop Müzik",24277,2
8112,Yusuf,Yıldız,Edebiyat,"Bilim Kurgu, Roman Yazımı, Biyografi",39211,1
8113,Ayşe,Yılmaz,Edebiyat,"Çocuk Edebiyatı, Tarih, Drama",28570,4
8114,Ayşe,Karaduman,Hukuk,"Anayasa Hukuku ve İnsan Hakları, Medeni Hukuk ve Aile Hukuku, Ceza Hukuku ve Adli Yargı",23541,4
8115,Ahmet,Karaduman,Sanat,"Resim ve Çizim, Tiyatro ve Drama, Dans ve Performans Sanatları",39737,1
8116,Emre,Yılmaz,Spor,"Yüzme, Basketbol, Yamaç Paraşütü",20956,1
8117,Ayşe,Yılmaz,Yemek,"Vejetaryen Mutfak, Moleküler Gastronomi, Fransız Mutfağı",23018,4
8118,Fatma,Demir,Yemek,"Kafein Kültürü, Geleneksel Mutfaklar, Deniz Ürünleri",20673,5
8119,Emre,Karaduman,Spor,"Basketbol, Yüzme, Pilates",34639,5
8120,Elif,Aydın,Hukuk,"İdare Hukuku ve Vergilendirme, Anayasa Hukuku ve İnsan Hakları, İş Hukuku ve İşçi Hakları",37428,3
8121,Emre,Öztürk,Mimar,"Mimari Teori ve Eleştiri, Ofis Yapıları, İç Mekan Tasarımı",34811,1
8122,Ayşe,Öztürk,Müzik,"Rap, Klasik Müzik, Elektronik Müzik",23538,2
8123,Elif,Karaduman,Sanat,"Moda Tasarımı, Fotoğrafçılık, Resim ve Çizim",34581,1
8124,Elif,Kaya,Mimar,"Restorasyon, Parklar, Peyzaj Tasarımı",29012,2
8125,Ayşe,Öztürk,Yemek,"Deniz Ürünleri, Kafein Kültürü, Izgara Yemekler",26858,3
8126,Ayşe,Yıldız,Hukuk,"İş Hukuku ve İşçi Hakları, İdare Hukuku ve Vergilendirme, Anayasa Hukuku ve İnsan Hakları",37192,1
8127,Yusuf,Şahin,Edebiyat,"Bilim Kurgu, Roman Yazımı, Felsefe",30788,4
8128,Ali,Şahin,Müzik,"Rap, Halk Müziği, Metal Müzik",20221,5
8129,Mehmet,Aydın,Teknoloji,"Bulut Bilişim ve Büyük Veri, Siber Güvenlik, İnternet of Things (IoT)",24470,1
8130,Veli,Yılmaz,Edebiyat,"Bilim Kurgu, Tarih, Roman Yazımı",35669,2
8131,Yusuf,Yıldız,Edebiyat,"Drama, Roman Yazımı, Tarih",21518,5
8132,Ali,Öztürk,Mimar,"İç Mekan Tasarımı, Restorasyon, Ofis Yapıları",38052,3
8133,Emre,Demir,Sanat,"Dans ve Performans Sanatları, Film Yapımı ve Sinematografi, Grafik Tasarım",22999,1
8134,Mehmet,Aydın,Edebiyat,"Drama, Tarih, Fantastik Kurgu",27670,1
8135,Ahmet,Yıldız,Sanat,"Moda Tasarımı, Tiyatro ve Drama, Dans ve Performans Sanatları",28687,3
8136,Ali,Aydın,Edebiyat,"Çocuk Edebiyatı, Drama, Bilim Kurgu",36009,3
8137,Mehmet,Aydın,Yemek,"İtalyan Mutfağı, Vejetaryen Mutfak, Deniz Ürünleri",24616,2
8138,Seda,Öztürk,Yemek,"Kafein Kültürü, Vejetaryen Mutfak, Moleküler Gastronomi",20461,3
8139,Ahmet,Yıldız,Sanat,"Dans ve Performans Sanatları, Fotoğrafçılık, Resim ve Çizim",20138,2
8140,Veli,Öztürk,Müzik,"Metal Müzik, Halk Müziği, Pop Müzik",24242,2
8141,Ayşe,Yıldız,Edebiyat,"Çocuk Edebiyatı, Felsefe, Şiir",20337,5
8142,Veli,Çelik,Mimar,"Endüstriyel Tasarım, Parklar, Ulaşım ve Altyapı Tasarımı",32392,4
8143,Fatma,Şahin,Spor,"Yüzme, Basketbol, Pilates",34100,5
8144,Ahmet,Karaduman,Edebiyat,"Drama, Felsefe, Şiir",39439,1
8145,Elif,Öztürk,Sağlık,"Psikoloji, Diyet, Bitkisel Tedaviler",36207,3
8146,Ahmet,Çelik,Hukuk,"Uluslararası Hukuk ve Diplomasi, Ticaret ve Şirket Hukuku, Ceza Hukuku ve Adli Yargı",26301,2
8147,Veli,Yılmaz,Sanat,"Fotoğrafçılık, Dans ve Performans Sanatları, Film Yapımı ve Sinematografi",25807,4
8148,Fatma,Şahin,Hukuk,"İdare Hukuku ve Vergilendirme, Ticaret ve Şirket Hukuku, Medeni Hukuk ve Aile Hukuku",24082,5
8149,Ali,Aydın,Yemek,"Fransız Mutfağı, Deniz Ürünleri, Vejetaryen Mutfak",23601,2
8150,Ahmet,Yılmaz,Hukuk,"Ticaret ve Şirket Hukuku, İş Hukuku ve İşçi Hakları, Anayasa Hukuku ve İnsan Hakları",29875,4
8151,Yusuf,Öztürk,Hukuk,"Medeni Hukuk ve Aile Hukuku, Ceza Hukuku ve Adli Yargı, Fikri Mülkiyet Hukuku",24852,1
8152,Veli,Şahin,Teknoloji,"Veri Bilimi ve Analitik, Yazılım Geliştirme, Oyun Geliştirme",27910,1
8153,Ayşe,Öztürk,Edebiyat,"Fantastik Kurgu, Çocuk Edebiyatı, Makale",38698,5
8154,Ayşe,Yıldız,Hukuk,"Ceza Hukuku ve Adli Yargı, İdare Hukuku ve Vergilendirme, Medeni Hukuk ve Aile Hukuku",34835,2
8155,Yusuf,Kılıç,Mimar,"İç Mekan Tasarımı, Yeşil Bina ve Sürdürülebilirlik, Parklar",31907,3
8156,Veli,Kaya,Spor,"Pilates, Voleybol, Bisiklet",25137,3
8157,Ahmet,Şahin,Sağlık,"Yoga, Psikoloji, Bitkisel Tedaviler",36726,3
8158,Fatma,Kaya,Müzik,"Rock Müzik, Klasik Müzik, Metal Müzik",38124,2
8159,Ali,Kaya,Hukuk,"Fikri Mülkiyet Hukuku, Çevre Hukuku ve Enerji Hukuku, İdare Hukuku ve Vergilendirme",39101,1
8160,Yusuf,Şahin,Sanat,"Moda Tasarımı, Dans ve Performans Sanatları, Resim ve Çizim",24239,3
8161,Fatma,Demir,Mimar,"Ulaşım ve Altyapı Tasarımı, Yeşil Bina ve Sürdürülebilirlik, Peyzaj Tasarımı",32500,4
8162,Ali,Kılıç,Müzik,"Rap, Elektronik Müzik, Pop Müzik",21115,1
8163,Mehmet,Yıldız,Mimar,"İç Mekan Tasarımı, Ofis Yapıları, Yapı Teknolojileri ve Malzemeler",35671,5
8164,Mehmet,Şahin,Edebiyat,"Şiir, Felsefe, Tiyatro",39169,5
8165,Mehmet,Kaya,Sanat,"Dans ve Performans Sanatları, Resim ve Çizim, Tiyatro ve Drama",20560,5
8166,Veli,Şahin,Yemek,"İtalyan Mutfağı, Kafein Kültürü, Tatlı",27839,1
8167,Fatma,Şahin,Yemek,"İtalyan Mutfağı, Geleneksel Mutfaklar, Deniz Ürünleri",25682,5
8168,Ali,Aydın,Sağlık,"Yoga, Psikoloji, Bitkisel Tedaviler",24480,5
8169,Fatma,Demir,Müzik,"Klasik Müzik, Elektronik Müzik, Rock Müzik",22303,4
8170,Ayşe,Yıldız,Edebiyat,"Tiyatro, Bilim Kurgu, Tarih",31377,3
8171,Ali,Çelik,Yemek,"Moleküler Gastronomi, Vejetaryen Mutfak, Izgara Yemekler",29757,4
8172,Mehmet,Demir,Spor,"Yüzme, Futbol, Yoga",27320,4
8173,Mehmet,Aydın,Edebiyat,"Tarih, Makale, Fantastik Kurgu",35825,3
8174,Emre,Çelik,Müzik,"Elektronik Müzik, Metal Müzik, Jazz Müzik",39837,5
8175,Ahmet,Karaduman,Hukuk,"İş Hukuku ve İşçi Hakları, Uluslararası Hukuk ve Diplomasi, Gayrimenkul ve Emlak Hukuku",32798,5
8176,Ahmet,Yıldız,Yemek,"Tatlı, Moleküler Gastronomi, Vejetaryen Mutfak",31053,3
8177,Veli,Kaya,Müzik,"Pop Müzik, Elektronik Müzik, Jazz Müzik",31546,4
8178,Mehmet,Kaya,Müzik,"Elektronik Müzik, Halk Müziği, Rock Müzik",33822,2
8179,Emre,Öztürk,Yemek,"Tatlı, Izgara Yemekler, Deniz Ürünleri",33580,2
8180,Ahmet,Yıldız,Müzik,"Elektronik Müzik, Jazz Müzik, Rap",35751,2
8181,Ali,Karaduman,Yemek,"Izgara Yemekler, Kafein Kültürü, Geleneksel Mutfaklar",27789,1
8182,Elif,Karaduman,Spor,"Yamaç Paraşütü, Yüzme, Bisiklet",21754,1
8183,Fatma,Karaduman,Sağlık,"Yoga, Psikoloji, Bitkisel Tedaviler",31272,5
8184,Elif,Demir,Yemek,"Izgara Yemekler, İtalyan Mutfağı, Deniz Ürünleri",33464,1
8185,Yusuf,Öztürk,Sanat,"Tiyatro ve Drama, Film Yapımı ve Sinematografi, Moda Tasarımı",32601,5
8186,Ayşe,Aydın,Sağlık,"Meditasyon, Diyet, Yoga",28886,5
8187,Ahmet,Çelik,Spor,"Voleybol, Yüzme, Yoga",26996,3
8188,Elif,Karaduman,Spor,"Yamaç Paraşütü, Voleybol, Yüzme",33442,2
8189,Elif,Demir,Yemek,"Kafein Kültürü, Izgara Yemekler, Vejetaryen Mutfak",23641,4
8190,Ahmet,Aydın,Müzik,"Jazz Müzik, Rock Müzik, Pop Müzik",21173,3
8191,Mehmet,Demir,Sağlık,"Meditasyon, Yoga, Diyet",31378,1
8192,Ali,Yılmaz,Spor,"Voleybol, Futbol, Yamaç Paraşütü",26440,2
8193,Emre,Yılmaz,Hukuk,"Uluslararası Hukuk ve Diplomasi, İdare Hukuku ve Vergilendirme, Medeni Hukuk ve Aile Hukuku",24466,1
8194,Mehmet,Yılmaz,Sanat,"Tiyatro ve Drama, Moda Tasarımı, Resim ve Çizim",22094,2
8195,Emre,Karaduman,Teknoloji,"Yazılım Geliştirme, İnternet of Things (IoT), Oyun Geliştirme",32770,1
8196,Emre,Yıldız,Edebiyat,"Tarih, Felsefe, Çocuk Edebiyatı",39575,3
8197,Ali,Demir,Teknoloji,"Oyun Geliştirme, Bulut Bilişim ve Büyük Veri, Mobil Uygulama Geliştirme",23011,2
8198,Veli,Karaduman,Yemek,"Fransız Mutfağı, Kafein Kültürü, Geleneksel Mutfaklar",20743,2
8199,Elif,Aydın,Spor,"Fitness, Yoga, Bisiklet",23013,2
8200,Yusuf,Çelik,Spor,"Futbol, Basketbol, Fitness",29167,4
8201,Fatma,Öztürk,Edebiyat,"Biyografi, Fantastik Kurgu, Makale",39381,5
8202,Emre,Karaduman,Teknoloji,"Mobil Uygulama Geliştirme, Yapay Zeka ve Makine Öğrenimi, Otomasyon ve Robotik",23119,3
8203,Ali,Çelik,Mimar,"Parklar, Restorasyon, Yeşil Bina ve Sürdürülebilirlik",38213,2
8204,Ayşe,Çelik,Spor,"Tenis, Basketbol, Voleybol",27565,3
8205,Fatma,Yılmaz,Sanat,"Tiyatro ve Drama, Resim ve Çizim, Dans ve Performans Sanatları",29544,2
8206,Fatma,Yıldız,Sanat,"Resim ve Çizim, Film Yapımı ve Sinematografi, Moda Tasarımı",21526,5
8207,Yusuf,Aydın,Edebiyat,"Makale, Felsefe, Roman Yazımı",35225,3
8208,Veli,Şahin,Müzik,"Elektronik Müzik, Metal Müzik, Rock Müzik",25645,3
8209,Yusuf,Şahin,Hukuk,"Medeni Hukuk ve Aile Hukuku, Gayrimenkul ve Emlak Hukuku, Çevre Hukuku ve Enerji Hukuku",36972,1
8210,Elif,Demir,Sanat,"Fotoğrafçılık, Tiyatro ve Drama, Dans ve Performans Sanatları",33790,2
8211,Ahmet,Öztürk,Teknoloji,"Siber Güvenlik, Mobil Uygulama Geliştirme, Yapay Zeka ve Makine Öğrenimi",31634,3
8212,Ayşe,Demir,Mimar,"Ulaşım ve Altyapı Tasarımı, Peyzaj Tasarımı, Parklar",33010,1
8213,Ayşe,Demir,Sanat,"Fotoğrafçılık, Moda Tasarımı, Tiyatro ve Drama",31251,4
8214,Elif,Karaduman,Hukuk,"Anayasa Hukuku ve İnsan Hakları, Medeni Hukuk ve Aile Hukuku, Ceza Hukuku ve Adli Yargı",22867,4
8215,Ahmet,Aydın,Hukuk,"Ticaret ve Şirket Hukuku, İş Hukuku ve İşçi Hakları, Anayasa Hukuku ve İnsan Hakları",27437,5
8216,Ali,Aydın,Teknoloji,"Yazılım Geliştirme, Bulut Bilişim ve Büyük Veri, Web Geliştirme",37500,3
8217,Ali,Demir,Hukuk,"Ceza Hukuku ve Adli Yargı, Anayasa Hukuku ve İnsan Hakları, Çevre Hukuku ve Enerji Hukuku",34680,2
8218,Mehmet,Aydın,Sağlık,"Yoga, Bitkisel Tedaviler, Psikoloji",27231,1
8219,Ali,Şahin,Spor,"Futbol, Bisiklet, Yüzme",27002,5
8220,Veli,Aydın,Mimar,"Parklar, Ulaşım ve Altyapı Tasarımı, Ofis Yapıları",39396,3
8221,Ahmet,Kılıç,Müzik,"Rock Müzik, Rap, Jazz Müzik",22465,3
8222,Veli,Çelik,Müzik,"Rock Müzik, Jazz Müzik, Halk Müziği",31913,4
8223,Yusuf,Öztürk,Spor,"Tenis, Pilates, Yoga",34674,4
8224,Yusuf,Karaduman,Müzik,"Rock Müzik, Pop Müzik, Klasik Müzik",32593,5
8225,Emre,Yıldız,Teknoloji,"Yazılım Geliştirme, Web Geliştirme, Siber Güvenlik",21670,4
8226,Veli,Aydın,Yemek,"Fransız Mutfağı, Geleneksel Mutfaklar, Moleküler Gastronomi",27815,4
8227,Fatma,Yılmaz,Yemek,"Deniz Ürünleri, Izgara Yemekler, İtalyan Mutfağı",22258,5
8228,Ali,Öztürk,Sanat,"Film Yapımı ve Sinematografi, Dans ve Performans Sanatları, Resim ve Çizim",22836,4
8229,Fatma,Çelik,Mimar,"Mimari Teori ve Eleştiri, Ofis Yapıları, Endüstriyel Tasarım",23002,4
8230,Ayşe,Kaya,Mimar,"Ofis Yapıları, Mimari Teori ve Eleştiri, Yeşil Bina ve Sürdürülebilirlik",30445,3
8231,Ahmet,Şahin,Edebiyat,"Fantastik Kurgu, Makale, Felsefe",39637,5
8232,Fatma,Şahin,Müzik,"Pop Müzik, Halk Müziği, Rock Müzik",27131,5
8233,Veli,Yılmaz,Sağlık,"Diyet, Psikoloji, Meditasyon",26860,1
8234,Yusuf,Şahin,Hukuk,"Medeni Hukuk ve Aile Hukuku, İş Hukuku ve İşçi Hakları, İdare Hukuku ve Vergilendirme",38137,3
8235,Ayşe,Aydın,Edebiyat,"Çocuk Edebiyatı, Bilim Kurgu, Tarih",37679,5
8236,Yusuf,Öztürk,Yemek,"Moleküler Gastronomi, Izgara Yemekler, Kafein Kültürü",24654,5
8237,Ahmet,Yılmaz,Sağlık,"Psikoloji, Meditasyon, Yoga",25335,4
8238,Ayşe,Şahin,Edebiyat,"Tarih, Deneme, Roman Yazımı",32205,4
8239,Seda,Yılmaz,Mimar,"Restorasyon, Peyzaj Tasarımı, Ofis Yapıları",23237,2
8240,Mehmet,Öztürk,Spor,"Futbol, Basketbol, Voleybol",37007,5
8241,Ahmet,Yılmaz,Edebiyat,"Biyografi, Deneme, Drama",38221,1
8242,Mehmet,Şahin,Hukuk,"Medeni Hukuk ve Aile Hukuku, Çevre Hukuku ve Enerji Hukuku, Ceza Hukuku ve Adli Yargı",34149,1
8243,Veli,Kılıç,Müzik,"Pop Müzik, Halk Müziği, Rock Müzik",22822,2
8244,Yusuf,Yıldız,Yemek,"Geleneksel Mutfaklar, Vejetaryen Mutfak, İtalyan Mutfağı",25669,5
8245,Fatma,Kılıç,Hukuk,"Ceza Hukuku ve Adli Yargı, Çevre Hukuku ve Enerji Hukuku, Medeni Hukuk ve Aile Hukuku",26889,4
8246,Yusuf,Kılıç,Hukuk,"İdare Hukuku ve Vergilendirme, Çevre Hukuku ve Enerji Hukuku, Gayrimenkul ve Emlak Hukuku",31392,2
8247,Fatma,Aydın,Sağlık,"Bitkisel Tedaviler, Yoga, Psikoloji",30961,2
8248,Ahmet,Kaya,Teknoloji,"Veri Bilimi ve Analitik, Yapay Zeka ve Makine Öğrenimi, Mobil Uygulama Geliştirme",20950,5
8249,Yusuf,Çelik,Yemek,"Geleneksel Mutfaklar, Fransız Mutfağı, İtalyan Mutfağı",32088,1
8250,Veli,Aydın,Teknoloji,"Oyun Geliştirme, Yazılım Geliştirme, Web Geliştirme",24847,2
8251,Ahmet,Yıldız,Müzik,"Halk Müziği, Metal Müzik, Pop Müzik",20006,4
8252,Emre,Öztürk,Hukuk,"Çevre Hukuku ve Enerji Hukuku, Ticaret ve Şirket Hukuku, Gayrimenkul ve Emlak Hukuku",38896,2
8253,Mehmet,Yıldız,Müzik,"Halk Müziği, Klasik Müzik, Metal Müzik",32854,2
8254,Ayşe,Yılmaz,Edebiyat,"Roman Yazımı, Biyografi, Drama",28110,2
8255,Seda,Kılıç,Mimar,"İç Mekan Tasarımı, Peyzaj Tasarımı, Endüstriyel Tasarım",25974,2
8256,Mehmet,Çelik,Müzik,"Pop Müzik, Elektronik Müzik, Jazz Müzik",30589,1
8257,Ali,Şahin,Mimar,"Parklar, Ofis Yapıları, Yeşil Bina ve Sürdürülebilirlik",27518,3
8258,Ayşe,Öztürk,Edebiyat,"Felsefe, Tiyatro, Çocuk Edebiyatı",30912,4
8259,Elif,Öztürk,Teknoloji,"İnternet of Things (IoT), Veri Bilimi ve Analitik, Yazılım Geliştirme",36453,4
8260,Veli,Kaya,Sağlık,"Bitkisel Tedaviler, Psikoloji, Yoga",30421,5
8261,Ahmet,Kılıç,Yemek,"Fransız Mutfağı, Tatlı, Moleküler Gastronomi",29670,1
8262,Elif,Yılmaz,Sağlık,"Diyet, Meditasyon, Yoga",23411,4
8263,Ayşe,Şahin,Edebiyat,"Biyografi, Bilim Kurgu, Çocuk Edebiyatı",34892,1
8264,Ahmet,Yılmaz,Sanat,"Film Yapımı ve Sinematografi, Resim ve Çizim, Moda Tasarımı",29799,4
8265,Emre,Yılmaz,Müzik,"Rap, Metal Müzik, Pop Müzik",23588,3
8266,Ahmet,Yıldız,Edebiyat,"Deneme, Şiir, Roman Yazımı",32091,2
8267,Yusuf,Karaduman,Spor,"Yamaç Paraşütü, Bisiklet, Pilates",20459,2
8268,Elif,Çelik,Spor,"Yüzme, Yamaç Paraşütü, Futbol",34216,3
8269,Yusuf,Öztürk,Edebiyat,"Fantastik Kurgu, Şiir, Biyografi",38316,4
8270,Veli,Yıldız,Yemek,"Kafein Kültürü, Fransız Mutfağı, Izgara Yemekler",20280,5
8271,Elif,Yıldız,Teknoloji,"Siber Güvenlik, Web Geliştirme, Mobil Uygulama Geliştirme",29677,1
8272,Ali,Şahin,Müzik,"Rock Müzik, Klasik Müzik, Jazz Müzik",20220,4
8273,Emre,Karaduman,Sanat,"Tiyatro ve Drama, Resim ve Çizim, Dans ve Performans Sanatları",34778,5
8274,Emre,Yılmaz,Yemek,"Tatlı, Izgara Yemekler, Moleküler Gastronomi",23685,5
8275,Seda,Şahin,Spor,"Yamaç Paraşütü, Voleybol, Yoga",32196,1
8276,Emre,Şahin,Yemek,"Fransız Mutfağı, Geleneksel Mutfaklar, Izgara Yemekler",27046,5
8277,Ahmet,Öztürk,Yemek,"Vejetaryen Mutfak, Geleneksel Mutfaklar, Moleküler Gastronomi",24468,2
8278,Veli,Kaya,Teknoloji,"Oyun Geliştirme, Yazılım Geliştirme, Web Geliştirme",36395,4
