ID,Name,Surname,Category,Interests
30925,Ali,Yıldız,Teknoloji,"Yazılım Geliştirme, Oyun Geliştirme, Siber Güvenlik"
30926,Yusuf,Öztürk,Spor,"Pilates, Yüzme, Futbol"
30927,Veli,Yıldız,Yemek,"Tatlı, Moleküler Gastronomi, Geleneksel Mutfaklar"
30928,Elif,Demir,Mimar,"Peyzaj Tasarımı, İç Mekan Tasarımı, Yapı Teknolojileri ve Malzemeler"
30929,Ayşe,Kılıç,Sağlık,"Bitkisel Tedaviler, Psikoloji, Yoga"
30930,Seda,Şahin,Sanat,"Film Yapımı ve Sinematografi, Dans ve Performans Sanatları, Moda Tasarımı"
30931,Mehmet,Karaduman,Hukuk,"Çevre Hukuku ve Enerji Hukuku, Medeni Hukuk ve Aile Hukuku, Ceza Hukuku ve Adli Yargı"
30932,Mehmet,Aydın,Edebiyat,"Tiyatro, Tarih, Bilim Kurgu"
30933,Elif,Kılıç,Sanat,"Tiyatro ve Drama, Moda Tasarımı, Resim ve Çizim"
30934,Emre,Aydın,Teknoloji,"Veri Bilimi ve Analitik, Mobil Uygulama Geliştirme, Yapay Zeka ve Makine Öğrenimi"
30935,Veli,Çelik,Mimar,"Ofis Yapıları, Yapı Teknolojileri ve Malzemeler, İç Mekan Tasarımı"
30936,Emre,Karaduman,Müzik,"Elektronik Müzik, Metal Müzik, Klasik Müzik"
30937,Ayşe,Demir,Edebiyat,"Fantastik Kurgu, Tarih, Makale"
30938,Ahmet,Kaya,Hukuk,"Uluslararası Hukuk ve Diplomasi, Çevre Hukuku ve Enerji Hukuku, İdare Hukuku ve Vergilendirme"
30939,Yusuf,Aydın,Sağlık,"Yoga, Psikoloji, Diyet"
30940,Yusuf,Yılmaz,Teknoloji,"Otomasyon ve Robotik, Siber Güvenlik, Bulut Bilişim ve Büyük Veri"
30941,Elif,Yıldız,Yemek,"Fransız Mutfağı, Vejetaryen Mutfak, Moleküler Gastronomi"
30942,Seda,Aydın,Sağlık,"Yoga, Meditasyon, Diyet"
30943,Ali,Yılmaz,Mimar,"Endüstriyel Tasarım, Peyzaj Tasarımı, Ulaşım ve Altyapı Tasarımı"
30944,Elif,Şahin,Müzik,"Klasik Müzik, Rock Müzik, Halk Müziği"
30945,Fatma,Çelik,Teknoloji,"Yazılım Geliştirme, Mobil Uygulama Geliştirme, Siber Güvenlik"
30946,Ali,Öztürk,Müzik,"Elektronik Müzik, Rap, Rock Müzik"
30947,Veli,Kaya,Spor,"Pilates, Yamaç Paraşütü, Voleybol"
30948,Fatma,Şahin,Sanat,"Moda Tasarımı, Fotoğrafçılık, Grafik Tasarım"
30949,Ali,Karaduman,Hukuk,"Anayasa Hukuku ve İnsan Hakları, İdare Hukuku ve Vergilendirme, Fikri Mülkiyet Hukuku"
30950,Seda,Kılıç,Mimar,"Ofis Yapıları, İç Mekan Tasarımı, Endüstriyel Tasarım"
30951,Ayşe,Çelik,Hukuk,"İdare Hukuku ve Vergilendirme, Ceza Hukuku ve Adli Yargı, Medeni Hukuk ve Aile Hukuku"
30952,Seda,Karaduman,Spor,"Voleybol, Bisiklet, Yoga"
30953,Seda,Öztürk,Müzik,"Metal Müzik, Rap, Pop Müzik"
30954,Emre,Şahin,Müzik,"Metal Müzik, Rap, Halk Müziği"
30955,Ali,Yıldız,Yemek,"Geleneksel Mutfaklar, Vejetaryen Mutfak, Moleküler Gastronomi"
30956,Ahmet,Şahin,Spor,"Pilates, Bisiklet, Fitness"
30957,Seda,Karaduman,Teknoloji,"Otomasyon ve Robotik, Yapay Zeka ve Makine Öğrenimi, Mobil Uygulama Geliştirme"
30958,Ayşe,Kılıç,Teknoloji,"Veri Bilimi ve Analitik, Oyun Geliştirme, Mobil Uygulama Geliştirme"
30959,Emre,Öztürk,Sanat,"Tiyatro ve Drama, Moda Tasarımı, Grafik Tasarım"
30960,Fatma,Demir,Mimar,"Mimari Teori ve Eleştiri, Parklar, Yapı Teknolojileri ve Malzemeler"
30961,Elif,Demir,Sağlık,"Bitkisel Tedaviler, Yoga, Psikoloji"
30962,Fatma,Kaya,Müzik,"Elektronik Müzik, Rock Müzik, Metal Müzik"
30963,Seda,Çelik,Spor,"Pilates, Yamaç Paraşütü, Futbol"
30964,Mehmet,Kaya,Sağlık,"Meditasyon, Bitkisel Tedaviler, Yoga"
30965,Mehmet,Karaduman,Yemek,"Kafein Kültürü, Fransız Mutfağı, İtalyan Mutfağı"
30966,Veli,Yılmaz,Sağlık,"Psikoloji, Bitkisel Tedaviler, Meditasyon"
30967,Ayşe,Şahin,Hukuk,"Medeni Hukuk ve Aile Hukuku, Ceza Hukuku ve Adli Yargı, Ticaret ve Şirket Hukuku"
30968,Elif,Öztürk,Sanat,"Tiyatro ve Drama, Moda Tasarımı, Dans ve Performans Sanatları"
30969,Fatma,Çelik,Spor,"Yüzme, Bisiklet, Basketbol"
30970,Ahmet,Kaya,Müzik,"Jazz Müzik, Pop Müzik, Klasik Müzik"
30971,Ayşe,Yılmaz,Hukuk,"Çevre Hukuku ve Enerji Hukuku, Ticaret ve Şirket Hukuku, Ceza Hukuku ve Adli Yargı"
30972,Yusuf,Kaya,Edebiyat,"Biyografi, Fantastik Kurgu, Çocuk Edebiyatı"
30973,Fatma,Çelik,Yemek,"Deniz Ürünleri, Izgara Yemekler, Tatlı"
30974,Elif,Kılıç,Yemek,"Vejetaryen Mutfak, Tatlı, İtalyan Mutfağı"
30975,Ahmet,Kılıç,Sağlık,"Bitkisel Tedaviler, Diyet, Meditasyon"
30976,Yusuf,Yıldız,Spor,"Yüzme, Voleybol, Yamaç Paraşütü"
30977,Fatma,Yılmaz,Müzik,"Rap, Jazz Müzik, Rock Müzik"
30978,Elif,Demir,Mimar,"Yapı Teknolojileri ve Malzemeler, Peyzaj Tasarımı, Parklar"
30979,Ahmet,Kaya,Sanat,"Moda Tasarımı, Dans ve Performans Sanatları, Tiyatro ve Drama"
30980,Mehmet,Şahin,Müzik,"Jazz Müzik, Klasik Müzik, Rock Müzik"
30981,Ali,Demir,Müzik,"Pop Müzik, Halk Müziği, Rock Müzik"
30982,Mehmet,Öztürk,Edebiyat,"Roman Yazımı, Drama, Makale"
30983,Ayşe,Karaduman,Sağlık,"Meditasyon, Diyet, Psikoloji"
30984,Fatma,Öztürk,Sanat,"Resim ve Çizim, Tiyatro ve Drama, Moda Tasarımı"
30985,Emre,Yıldız,Teknoloji,"Oyun Geliştirme, Yapay Zeka ve Makine Öğrenimi, Veri Bilimi ve Analitik"
30986,Emre,Öztürk,Müzik,"Halk Müziği, Rock Müzik, Elektronik Müzik"
30987,Fatma,Çelik,Sanat,"Dans ve Performans Sanatları, Fotoğrafçılık, Film Yapımı ve Sinematografi"
30988,Veli,Yıldız,Edebiyat,"Tarih, Biyografi, Deneme"
30989,Yusuf,Şahin,Edebiyat,"Biyografi, Tarih, Bilim Kurgu"
30990,Ali,Kılıç,Edebiyat,"Drama, Fantastik Kurgu, Roman Yazımı"
30991,Mehmet,Yıldız,Mimar,"Endüstriyel Tasarım, Mimari Teori ve Eleştiri, İç Mekan Tasarımı"
30992,Ahmet,Kaya,Edebiyat,"Tiyatro, Deneme, Makale"
30993,Emre,Demir,Yemek,"Moleküler Gastronomi, Tatlı, Deniz Ürünleri"
30994,Mehmet,Demir,Hukuk,"Anayasa Hukuku ve İnsan Hakları, Medeni Hukuk ve Aile Hukuku, İdare Hukuku ve Vergilendirme"
30995,Ayşe,Kaya,Edebiyat,"Çocuk Edebiyatı, Fantastik Kurgu, Makale"
30996,Veli,Demir,Sanat,"Moda Tasarımı, Grafik Tasarım, Dans ve Performans Sanatları"
30997,Seda,Çelik,Edebiyat,"Şiir, Tiyatro, Felsefe"
30998,Fatma,Yıldız,Müzik,"Elektronik Müzik, Klasik Müzik, Rock Müzik"
30999,Emre,Demir,Edebiyat,"Çocuk Edebiyatı, Fantastik Kurgu, Bilim Kurgu"
31000,Mehmet,Kılıç,Yemek,"Deniz Ürünleri, Moleküler Gastronomi, Tatlı"
31001,Ali,Öztürk,Hukuk,"Uluslararası Hukuk ve Diplomasi, Çevre Hukuku ve Enerji Hukuku, Gayrimenkul ve Emlak Hukuku"
31002,Ahmet,Öztürk,Sağlık,"Bitkisel Tedaviler, Meditasyon, Yoga"
31003,Elif,Aydın,Müzik,"Halk Müziği, Rock Müzik, Klasik Müzik"
31004,Ahmet,Yıldız,Mimar,"Mimari Teori ve Eleştiri, Endüstriyel Tasarım, Ofis Yapıları"
31005,Elif,Demir,Yemek,"Moleküler Gastronomi, Vejetaryen Mutfak, Deniz Ürünleri"
31006,Seda,Yıldız,Müzik,"Rap, Rock Müzik, Pop Müzik"
31007,Seda,Kılıç,Spor,"Yüzme, Tenis, Voleybol"
31008,Emre,Karaduman,Müzik,"Rock Müzik, Rap, Elektronik Müzik"
31009,Veli,Kaya,Mimar,"Yeşil Bina ve Sürdürülebilirlik, Endüstriyel Tasarım, Ofis Yapıları"
31010,Ahmet,Şahin,Müzik,"Klasik Müzik, Metal Müzik, Pop Müzik"
31011,Fatma,Kaya,Hukuk,"Çevre Hukuku ve Enerji Hukuku, Ticaret ve Şirket Hukuku, Fikri Mülkiyet Hukuku"
31012,Yusuf,Aydın,Mimar,"Ofis Yapıları, Endüstriyel Tasarım, Ulaşım ve Altyapı Tasarımı"
31013,Ayşe,Karaduman,Müzik,"Jazz Müzik, Elektronik Müzik, Rock Müzik"
31014,Mehmet,Çelik,Sanat,"Tiyatro ve Drama, Moda Tasarımı, Grafik Tasarım"
31015,Ahmet,Yılmaz,Edebiyat,"Roman Yazımı, Şiir, Tarih"
31016,Veli,Aydın,Sanat,"Film Yapımı ve Sinematografi, Grafik Tasarım, Dans ve Performans Sanatları"
31017,Ayşe,Öztürk,Edebiyat,"Bilim Kurgu, Tiyatro, Deneme"
31018,Ayşe,Öztürk,Edebiyat,"Makale, Tiyatro, Felsefe"
31019,Emre,Yılmaz,Hukuk,"İş Hukuku ve İşçi Hakları, Ceza Hukuku ve Adli Yargı, Çevre Hukuku ve Enerji Hukuku"
31020,Ali,Yılmaz,Mimar,"Endüstriyel Tasarım, Ulaşım ve Altyapı Tasarımı, Parklar"
31021,Seda,Kaya,Yemek,"İtalyan Mutfağı, Kafein Kültürü, Fransız Mutfağı"
31022,Seda,Kaya,Yemek,"Kafein Kültürü, Moleküler Gastronomi, Vejetaryen Mutfak"
31023,Ahmet,Aydın,Sağlık,"Yoga, Meditasyon, Bitkisel Tedaviler"
31024,Seda,Kılıç,Sağlık,"Meditasyon, Bitkisel Tedaviler, Psikoloji"
31025,Veli,Yılmaz,Sanat,"Moda Tasarımı, Fotoğrafçılık, Tiyatro ve Drama"
31026,Ayşe,Şahin,Müzik,"Halk Müziği, Metal Müzik, Pop Müzik"
31027,Ali,Aydın,Yemek,"Geleneksel Mutfaklar, İtalyan Mutfağı, Deniz Ürünleri"
31028,Yusuf,Kaya,Sağlık,"Bitkisel Tedaviler, Yoga, Diyet"
31029,Ali,Şahin,Müzik,"Elektronik Müzik, Metal Müzik, Rap"
31030,Ali,Şahin,Müzik,"Rock Müzik, Rap, Klasik Müzik"
31031,Ali,Yılmaz,Yemek,"Vejetaryen Mutfak, Geleneksel Mutfaklar, Izgara Yemekler"
31032,Veli,Karaduman,Mimar,"Yapı Teknolojileri ve Malzemeler, Peyzaj Tasarımı, İç Mekan Tasarımı"
31033,Fatma,Yılmaz,Yemek,"Vejetaryen Mutfak, Izgara Yemekler, Deniz Ürünleri"
31034,Ayşe,Aydın,Edebiyat,"Makale, Deneme, Bilim Kurgu"
31035,Ahmet,Öztürk,Teknoloji,"Yazılım Geliştirme, Siber Güvenlik, Yapay Zeka ve Makine Öğrenimi"
31036,Emre,Kılıç,Spor,"Yamaç Paraşütü, Tenis, Basketbol"
31037,Fatma,Çelik,Edebiyat,"Roman Yazımı, Deneme, Biyografi"
31038,Veli,Aydın,Mimar,"Yapı Teknolojileri ve Malzemeler, Mimari Teori ve Eleştiri, Yeşil Bina ve Sürdürülebilirlik"
31039,Seda,Öztürk,Hukuk,"İş Hukuku ve İşçi Hakları, Medeni Hukuk ve Aile Hukuku, Ceza Hukuku ve Adli Yargı"
31040,Elif,Şahin,Sağlık,"Meditasyon, Psikoloji, Bitkisel Tedaviler"
31041,Mehmet,Demir,Hukuk,"Medeni Hukuk ve Aile Hukuku, Gayrimenkul ve Emlak Hukuku, İdare Hukuku ve Vergilendirme"
31042,Ahmet,Karaduman,Hukuk,"Gayrimenkul ve Emlak Hukuku, Çevre Hukuku ve Enerji Hukuku, İş Hukuku ve İşçi Hakları"
31043,Ahmet,Kılıç,Teknoloji,"Otomasyon ve Robotik, Mobil Uygulama Geliştirme, Yazılım Geliştirme"
31044,Ahmet,Aydın,Müzik,"Jazz Müzik, Halk Müziği, Klasik Müzik"
31045,Ali,Aydın,Spor,"Bisiklet, Yoga, Yüzme"
31046,Ahmet,Demir,Sanat,"Dans ve Performans Sanatları, Grafik Tasarım, Resim ve Çizim"
31047,Ayşe,Kaya,Spor,"Tenis, Futbol, Yüzme"
31048,Fatma,Aydın,Hukuk,"Çevre Hukuku ve Enerji Hukuku, İş Hukuku ve İşçi Hakları, Medeni Hukuk ve Aile Hukuku"
31049,Emre,Çelik,Sanat,"Moda Tasarımı, Dans ve Performans Sanatları, Grafik Tasarım"
31050,Mehmet,Kılıç,Yemek,"Kafein Kültürü, Fransız Mutfağı, Vejetaryen Mutfak"
31051,Mehmet,Yıldız,Sağlık,"Psikoloji, Yoga, Bitkisel Tedaviler"
31052,Ayşe,Şahin,Edebiyat,"Biyografi, Roman Yazımı, Fantastik Kurgu"
31053,Elif,Yılmaz,Yemek,"Geleneksel Mutfaklar, Deniz Ürünleri, İtalyan Mutfağı"
31054,Ali,Aydın,Müzik,"Halk Müziği, Elektronik Müzik, Rock Müzik"
31055,Veli,Öztürk,Spor,"Tenis, Pilates, Fitness"
31056,Elif,Şahin,Yemek,"Tatlı, Kafein Kültürü, Fransız Mutfağı"
31057,Ahmet,Öztürk,Sağlık,"Bitkisel Tedaviler, Yoga, Psikoloji"
31058,Elif,Yıldız,Müzik,"Jazz Müzik, Halk Müziği, Metal Müzik"
31059,Fatma,Yıldız,Sağlık,"Psikoloji, Diyet, Yoga"
31060,Ali,Şahin,Edebiyat,"Tarih, Fantastik Kurgu, Felsefe"
31061,Fatma,Yılmaz,Mimar,"İç Mekan Tasarımı, Mimari Teori ve Eleştiri, Parklar"
31062,Fatma,Karaduman,Sağlık,"Bitkisel Tedaviler, Yoga, Psikoloji"
31063,Ahmet,Demir,Yemek,"İtalyan Mutfağı, Tatlı, Deniz Ürünleri"
31064,Ali,Yıldız,Sağlık,"Yoga, Diyet, Psikoloji"
31065,Ali,Şahin,Müzik,"Rap, Elektronik Müzik, Klasik Müzik"
31066,Ayşe,Şahin,Teknoloji,"Web Geliştirme, Yapay Zeka ve Makine Öğrenimi, Yazılım Geliştirme"
31067,Veli,Öztürk,Edebiyat,"Tarih, Felsefe, Roman Yazımı"
31068,Emre,Aydın,Sanat,"Resim ve Çizim, Moda Tasarımı, Grafik Tasarım"
31069,Yusuf,Kaya,Spor,"Tenis, Voleybol, Yoga"
31070,Ahmet,Çelik,Sanat,"Moda Tasarımı, Fotoğrafçılık, Dans ve Performans Sanatları"
31071,Fatma,Demir,Teknoloji,"Yapay Zeka ve Makine Öğrenimi, Yazılım Geliştirme, Mobil Uygulama Geliştirme"
31072,Seda,Kaya,Yemek,"Izgara Yemekler, İtalyan Mutfağı, Deniz Ürünleri"
31073,Fatma,Karaduman,Müzik,"Klasik Müzik, Jazz Müzik, Elektronik Müzik"
31074,Emre,Karaduman,Yemek,"Vejetaryen Mutfak, Geleneksel Mutfaklar, Kafein Kültürü"
31075,Ahmet,Kılıç,Edebiyat,"Drama, Roman Yazımı, Tarih"
31076,Emre,Yıldız,Mimar,"Ulaşım ve Altyapı Tasarımı, Yeşil Bina ve Sürdürülebilirlik, Parklar"
31077,Ahmet,Çelik,Mimar,"Ofis Yapıları, Peyzaj Tasarımı, İç Mekan Tasarımı"
31078,Yusuf,Kaya,Hukuk,"Fikri Mülkiyet Hukuku, Anayasa Hukuku ve İnsan Hakları, İş Hukuku ve İşçi Hakları"
31079,Elif,Kaya,Sanat,"Fotoğrafçılık, Tiyatro ve Drama, Moda Tasarımı"
31080,Elif,Kaya,Teknoloji,"Siber Güvenlik, Otomasyon ve Robotik, Veri Bilimi ve Analitik"
31081,Elif,Karaduman,Sağlık,"Yoga, Psikoloji, Bitkisel Tedaviler"
31082,Mehmet,Öztürk,Sağlık,"Yoga, Psikoloji, Meditasyon"
31083,Ayşe,Kaya,Mimar,"İç Mekan Tasarımı, Endüstriyel Tasarım, Ulaşım ve Altyapı Tasarımı"
31084,Fatma,Şahin,Edebiyat,"Tiyatro, Bilim Kurgu, Roman Yazımı"
31085,Ali,Şahin,Edebiyat,"Biyografi, Şiir, Tiyatro"
31086,Elif,Çelik,Yemek,"Kafein Kültürü, Moleküler Gastronomi, Vejetaryen Mutfak"
31087,Ali,Demir,Müzik,"Klasik Müzik, Pop Müzik, Jazz Müzik"
31088,Emre,Demir,Teknoloji,"Veri Bilimi ve Analitik, Mobil Uygulama Geliştirme, Yapay Zeka ve Makine Öğrenimi"
31089,Seda,Yılmaz,Hukuk,"İdare Hukuku ve Vergilendirme, Ticaret ve Şirket Hukuku, Çevre Hukuku ve Enerji Hukuku"
31090,Ayşe,Şahin,Edebiyat,"Makale, Roman Yazımı, Çocuk Edebiyatı"
31091,Fatma,Yıldız,Teknoloji,"Oyun Geliştirme, Yazılım Geliştirme, Bulut Bilişim ve Büyük Veri"
31092,Emre,Kaya,Müzik,"Jazz Müzik, Metal Müzik, Rock Müzik"
31093,Ali,Kaya,Mimar,"Parklar, İç Mekan Tasarımı, Peyzaj Tasarımı"
31094,Veli,Aydın,Müzik,"Elektronik Müzik, Rock Müzik, Jazz Müzik"
31095,Elif,Karaduman,Edebiyat,"Biyografi, Drama, Bilim Kurgu"
31096,Yusuf,Kılıç,Mimar,"Ofis Yapıları, Parklar, İç Mekan Tasarımı"
31097,Ahmet,Kaya,Sanat,"Fotoğrafçılık, Film Yapımı ve Sinematografi, Grafik Tasarım"
31098,Ahmet,Aydın,Müzik,"Klasik Müzik, Elektronik Müzik, Halk Müziği"
31099,Emre,Şahin,Sanat,"Film Yapımı ve Sinematografi, Tiyatro ve Drama, Dans ve Performans Sanatları"
31100,Seda,Yılmaz,Sağlık,"Diyet, Meditasyon, Psikoloji"
31101,Elif,Yılmaz,Edebiyat,"Çocuk Edebiyatı, Deneme, Fantastik Kurgu"
31102,Ali,Aydın,Sanat,"Film Yapımı ve Sinematografi, Resim ve Çizim, Tiyatro ve Drama"
31103,Veli,Karaduman,Edebiyat,"Bilim Kurgu, Şiir, Fantastik Kurgu"
31104,Yusuf,Kaya,Yemek,"Fransız Mutfağı, Kafein Kültürü, İtalyan Mutfağı"
31105,Elif,Kaya,Hukuk,"Ticaret ve Şirket Hukuku, Gayrimenkul ve Emlak Hukuku, Medeni Hukuk ve Aile Hukuku"
31106,Emre,Çelik,Edebiyat,"Roman Yazımı, Drama, Çocuk Edebiyatı"
31107,Emre,Öztürk,Yemek,"Deniz Ürünleri, Moleküler Gastronomi, Fransız Mutfağı"
31108,Fatma,Karaduman,Edebiyat,"Roman Yazımı, Felsefe, Biyografi"
31109,Ayşe,Demir,Yemek,"Geleneksel Mutfaklar, Deniz Ürünleri, Fransız Mutfağı"
31110,Ahmet,Çelik,Teknoloji,"Yazılım Geliştirme, Yapay Zeka ve Makine Öğrenimi, İnternet of Things (IoT)"
31111,Veli,Çelik,Sanat,"Moda Tasarımı, Tiyatro ve Drama, Grafik Tasarım"
31112,Ali,Karaduman,Edebiyat,"Makale, Fantastik Kurgu, Biyografi"
31113,Elif,Aydın,Hukuk,"Ticaret ve Şirket Hukuku, Uluslararası Hukuk ve Diplomasi, İdare Hukuku ve Vergilendirme"
31114,Fatma,Çelik,Sanat,"Grafik Tasarım, Fotoğrafçılık, Film Yapımı ve Sinematografi"
31115,Ayşe,Yılmaz,Teknoloji,"Yapay Zeka ve Makine Öğrenimi, Oyun Geliştirme, Veri Bilimi ve Analitik"
31116,Fatma,Karaduman,Sağlık,"Meditasyon, Psikoloji, Yoga"
31117,Yusuf,Kaya,Hukuk,"Ticaret ve Şirket Hukuku, Gayrimenkul ve Emlak Hukuku, Uluslararası Hukuk ve Diplomasi"
31118,Ali,Öztürk,Yemek,"İtalyan Mutfağı, Kafein Kültürü, Moleküler Gastronomi"
31119,Seda,Yıldız,Hukuk,"İş Hukuku ve İşçi Hakları, Ticaret ve Şirket Hukuku, Çevre Hukuku ve Enerji Hukuku"
31120,Ahmet,Karaduman,Yemek,"Izgara Yemekler, Fransız Mutfağı, Deniz Ürünleri"
31121,Seda,Kaya,Hukuk,"Ticaret ve Şirket Hukuku, Uluslararası Hukuk ve Diplomasi, Anayasa Hukuku ve İnsan Hakları"
31122,Mehmet,Yıldız,Edebiyat,"Çocuk Edebiyatı, Drama, Tiyatro"
31123,Emre,Şahin,Sanat,"Dans ve Performans Sanatları, Fotoğrafçılık, Moda Tasarımı"
31124,Fatma,Aydın,Müzik,"Jazz Müzik, Halk Müziği, Rock Müzik"
31125,Ayşe,Karaduman,Teknoloji,"Siber Güvenlik, Yapay Zeka ve Makine Öğrenimi, İnternet of Things (IoT)"
31126,Fatma,Çelik,Sanat,"Resim ve Çizim, Fotoğrafçılık, Grafik Tasarım"
31127,Ayşe,Yıldız,Teknoloji,"Veri Bilimi ve Analitik, İnternet of Things (IoT), Siber Güvenlik"
31128,Yusuf,Şahin,Sanat,"Film Yapımı ve Sinematografi, Moda Tasarımı, Tiyatro ve Drama"
31129,Emre,Çelik,Teknoloji,"Veri Bilimi ve Analitik, Siber Güvenlik, İnternet of Things (IoT)"
31130,Seda,Öztürk,Mimar,"Yapı Teknolojileri ve Malzemeler, Peyzaj Tasarımı, İç Mekan Tasarımı"
31131,Fatma,Çelik,Müzik,"Rap, Jazz Müzik, Elektronik Müzik"
31132,Seda,Kaya,Edebiyat,"Deneme, Tarih, Makale"
31133,Veli,Karaduman,Mimar,"Peyzaj Tasarımı, İç Mekan Tasarımı, Yapı Teknolojileri ve Malzemeler"
31134,Elif,Çelik,Sanat,"Dans ve Performans Sanatları, Tiyatro ve Drama, Moda Tasarımı"
31135,Ali,Kılıç,Sanat,"Dans ve Performans Sanatları, Tiyatro ve Drama, Resim ve Çizim"
31136,Fatma,Aydın,Sanat,"Moda Tasarımı, Grafik Tasarım, Film Yapımı ve Sinematografi"
31137,Veli,Aydın,Sanat,"Tiyatro ve Drama, Film Yapımı ve Sinematografi, Resim ve Çizim"
31138,Ayşe,Karaduman,Yemek,"Deniz Ürünleri, Fransız Mutfağı, Izgara Yemekler"
31139,Ayşe,Aydın,Hukuk,"Ticaret ve Şirket Hukuku, Ceza Hukuku ve Adli Yargı, Medeni Hukuk ve Aile Hukuku"
31140,Mehmet,Çelik,Yemek,"Moleküler Gastronomi, Izgara Yemekler, Deniz Ürünleri"
31141,Veli,Aydın,Hukuk,"Fikri Mülkiyet Hukuku, Anayasa Hukuku ve İnsan Hakları, Ticaret ve Şirket Hukuku"
31142,Ali,Çelik,Hukuk,"İş Hukuku ve İşçi Hakları, Fikri Mülkiyet Hukuku, Anayasa Hukuku ve İnsan Hakları"
31143,Ayşe,Yılmaz,Sanat,"Tiyatro ve Drama, Moda Tasarımı, Resim ve Çizim"
31144,Elif,Yıldız,Spor,"Voleybol, Yoga, Futbol"
31145,Veli,Şahin,Sağlık,"Yoga, Bitkisel Tedaviler, Meditasyon"
31146,Fatma,Şahin,Spor,"Basketbol, Yamaç Paraşütü, Yüzme"
31147,Yusuf,Karaduman,Hukuk,"Çevre Hukuku ve Enerji Hukuku, Fikri Mülkiyet Hukuku, Uluslararası Hukuk ve Diplomasi"
31148,Ayşe,Aydın,Müzik,"Jazz Müzik, Metal Müzik, Klasik Müzik"
31149,Ali,Öztürk,Mimar,"Yeşil Bina ve Sürdürülebilirlik, Ofis Yapıları, Endüstriyel Tasarım"
31150,Yusuf,Karaduman,Teknoloji,"Web Geliştirme, Oyun Geliştirme, Veri Bilimi ve Analitik"
31151,Ali,Demir,Sanat,"Moda Tasarımı, Grafik Tasarım, Tiyatro ve Drama"
31152,Veli,Demir,Müzik,"Jazz Müzik, Klasik Müzik, Pop Müzik"
31153,Fatma,Demir,Mimar,"Yeşil Bina ve Sürdürülebilirlik, Peyzaj Tasarımı, Yapı Teknolojileri ve Malzemeler"
31154,Seda,Kaya,Edebiyat,"Şiir, Tiyatro, Roman Yazımı"
31155,Ali,Karaduman,Yemek,"Geleneksel Mutfaklar, Deniz Ürünleri, Vejetaryen Mutfak"
31156,Yusuf,Kılıç,Müzik,"Halk Müziği, Jazz Müzik, Rock Müzik"
31157,Ayşe,Çelik,Edebiyat,"Drama, Deneme, Bilim Kurgu"
31158,Seda,Öztürk,Sanat,"Moda Tasarımı, Film Yapımı ve Sinematografi, Grafik Tasarım"
31159,Emre,Demir,Müzik,"Elektronik Müzik, Rap, Pop Müzik"
31160,Elif,Yılmaz,Müzik,"Metal Müzik, Halk Müziği, Jazz Müzik"
31161,Yusuf,Kaya,Müzik,"Elektronik Müzik, Metal Müzik, Rock Müzik"
31162,Ali,Şahin,Sanat,"Film Yapımı ve Sinematografi, Grafik Tasarım, Resim ve Çizim"
31163,Fatma,Karaduman,Yemek,"Deniz Ürünleri, Vejetaryen Mutfak, İtalyan Mutfağı"
31164,Fatma,Kılıç,Edebiyat,"Makale, Biyografi, Tiyatro"
31165,Ahmet,Şahin,Mimar,"Ulaşım ve Altyapı Tasarımı, Parklar, Endüstriyel Tasarım"
31166,Ali,Yılmaz,Hukuk,"Uluslararası Hukuk ve Diplomasi, Anayasa Hukuku ve İnsan Hakları, Çevre Hukuku ve Enerji Hukuku"
31167,Ahmet,Aydın,Müzik,"Pop Müzik, Halk Müziği, Metal Müzik"
31168,Ayşe,Şahin,Mimar,"Restorasyon, Mimari Teori ve Eleştiri, Yeşil Bina ve Sürdürülebilirlik"
31169,Mehmet,Öztürk,Müzik,"Jazz Müzik, Rap, Metal Müzik"
31170,Veli,Kaya,Sanat,"Fotoğrafçılık, Dans ve Performans Sanatları, Resim ve Çizim"
31171,Ali,Aydın,Mimar,"Yapı Teknolojileri ve Malzemeler, Parklar, Peyzaj Tasarımı"
31172,Yusuf,Demir,Hukuk,"Uluslararası Hukuk ve Diplomasi, Anayasa Hukuku ve İnsan Hakları, Ceza Hukuku ve Adli Yargı"
31173,Elif,Yıldız,Spor,"Futbol, Tenis, Yüzme"
31174,Ahmet,Öztürk,Yemek,"Kafein Kültürü, Tatlı, İtalyan Mutfağı"
31175,Seda,Demir,Mimar,"Yeşil Bina ve Sürdürülebilirlik, Yapı Teknolojileri ve Malzemeler, Restorasyon"
31176,Fatma,Kılıç,Hukuk,"Çevre Hukuku ve Enerji Hukuku, Medeni Hukuk ve Aile Hukuku, Fikri Mülkiyet Hukuku"
31177,Fatma,Şahin,Müzik,"Rap, Jazz Müzik, Pop Müzik"
31178,Fatma,Çelik,Sağlık,"Diyet, Bitkisel Tedaviler, Yoga"
31179,Fatma,Demir,Hukuk,"Medeni Hukuk ve Aile Hukuku, Ticaret ve Şirket Hukuku, Anayasa Hukuku ve İnsan Hakları"
31180,Emre,Yıldız,Sağlık,"Meditasyon, Yoga, Diyet"
31181,Veli,Kaya,Edebiyat,"Tiyatro, Makale, Drama"
31182,Yusuf,Karaduman,Edebiyat,"Makale, Tarih, Bilim Kurgu"
31183,Emre,Çelik,Spor,"Yoga, Yüzme, Fitness"
31184,Ali,Karaduman,Spor,"Bisiklet, Voleybol, Pilates"
